Animation -> 13,Thriller -> 5,War -> 0,Horror -> 24,Documentary -> 16,Biography -> 3,Comedy -> 19,Western -> 2,Fantasy -> 21,Romance -> 25,Family -> 1,Drama -> 20,Short -> 15,Sport -> 14,History -> 22,Film-Noir -> 7,Reality-TV -> 4,Music -> 8,Mystery -> 9,Musical -> 23,Sci-Fi -> 11,Game-Show -> 18,Adventure -> 10,Crime -> 17,Action -> 12,News -> 6
aaron hill,9,5,20
mackenzie gray,24,8
emmanuelle riva,20,25
stephen root,0,1,2,17,24,3,10,25,12,19,13,5,20,21,22,14,8,23
heather sossaman,9,5,24
cicely tyson,12,9,1,19,5,20,17,24,25,23
herbert russell,19,5,20,17
vic waghorn,20,25
megan park,12,19,20,17,24,25
ji-won ha,12,19,5,20
bobby deol,12,19,5,25
jeanne crain,25,23
rachel korine,20,17
john belushi,0,12,19,17,8
megan charpentier,24,21
josé manuel orozco angulo,19,20
gabriel almirón,1,13,10,14
scott mechlowicz,19,5,20,17,24,25,14
erika christensen,9,19,5,20,25
fred malatesta,1,19,20
seu jorge,20,17
stephen marcus,20,3
manish dayal,19,20
susie abromeit,19
tatyana ali,9,19,5,20,17
kate winslet,9,1,17,3,10,25,11,12,19,13,5,20,21,23
kelly lynch,12,19,5,20,17,10
gilles lellouche,19,20
stephen au,12,17
peyman moaadi,9,20
monda scott,9,5,20,24
lila kedrova,5
christian monzon,20,25,8
paul hickert,5,20,11
will patton,12,9,19,5,20,17,24,10,25,11
rollo weeks,12,19,21,10,25
victor zinck jr.,12,9,5,24
tom virtue,19,20
james pickens jr.,9,19,5,20,25,11
scott elrod,0,12,19,5,20,3,25,14
sean hayes,12,1,19,13,20,21,10,8
marion ross,12,19,5,11
brandon mychal smith,1,19,25
lauren c. mayhew,19
julia nickson,0,12,5,10
fernanda torres,20
caroline goodall,20,3,22
taliesin jaffe,16,3
jamie farr,0,19,20
jane adams,20,17,25,8
russell wong,12,5,20,24,21,10,22
jenni rivera,20,8
francine blake,16
martin clunes,19,20,25
michael harding,19,20
matthew perry,1,19,5,20,17,21,25
lili taylor,12,9,19,5,20,17,24,21,25,11,8
luke ford,0,1,19,20,3,25
zubaida sahar,20
karisma kapoor,12,19,5,20,25
jason alexander,12,1,19,13,5,20,17,21,25,23
bernadette peters,9,1,19,13,20,21,10,25,11,23
erland josephson,20
paul lukas,1,20,21,10,11
sarah drew,19
jose pablo cantillo,12,9,5,20,17,14,11
terence yin,12,5,17
louis koo,12,17
kip pardue,19,20,25,8
tobias menzies,12,5,20,10,25,11
rob morrow,20
denny kirkwood,20,8
ursula andress,12,5,10
rex baker,5,20,17
vic morrow,1,19,20,24,21,14,11
kerry bishé,19,20
mikaal bates,5,20,17
vondie curtis-hall,1,20,8,23
dove cameron,19
alex mcarthur,12,9,5,17,25
craig fairbrass,5,20,24,21
richard norton,12,19,17
angus t. jones,12,1,19,20,17,14
george newton,5,20,17
jamie draven,20,8
kenneth mars,2,17,20,3
jon foster,5,20,22
zan marolt,0,19,5,20,10,25
david keith,0,12,1,5,20,24,21,25,11,8
danny masterson,12,19,5,24,21,25
carmen argenziano,9,19,5,20,24,25
chris moss,19
dave legeno,0,12,9,19,5,20,17,24,21,10,22
callum blue,12,19,5,20,17,21
peter berg,19,17
shawn christian,1,19,10,25,11
jason behr,20
joey slotnick,12,19,5,20,24,21,10,25,11
jordan trovillion,5,20,17
larenz tate,12,19,5,20,17,10,25,11
lisa brave,12,5,24
jason cerbone,5,17
gerry becker,19,20,3
everett mcgill,20,17,3,10,22
john robinson,9,5,20,24
kevin connolly,1,19,20,3,25,22,14
shaun sipos,9,5,24
vanessa ray,9,19,20,24,25
black thomas,24
brock peters,20,17
sonoya mizuno,9,5,20,11
jack warden,1,19,20,17,10,25
udo kier,0,12,9,1,19,5,20,17,24,21,10,11,23
laura harring,12,9,1,19,5,20,17,24,25,11
fenella woolgar,19,20,25
daniella pineda,19,20
brian dietzen,19,25,23
marco hofschneider,5,24,11
judie aronson,5,24
tony alva,16,14
sally hawkins,1,19,13,5,20,17,3,21,25,22
michael weston,12,9,19,5,20,17,10,25
sam j. jones,12,10,11
jennie jacques,9,24
selton mello,9,5,20,17,10
julie adams,19,20
jean caffeine,19,20
sanaa lathan,12,9,19,5,20,17,24,10,25,14,11,8
catherine parks,5,24
émilie dequenne,20
lorraine stanley,5,20,17,24
scott baio,1,19,11
patricia richardson,20
divine,19,17,24
jim parsons,1,19,13,20,21,10,11
nigel whitmey,20,3,25,22
nicole de boer,9,5,20,21,11
martin scorsese,1,19,13,10
marc anthony,5,20
rachel crow,1,19,13,10,23
julie dawn cole,1,21,23
damon owlia,5,20,17
steve schirripa,20,3,8,23
beau bridges,12,9,19,5,20,17,25
atsuko maeda,12,20,24,10,11
leslie caron,20,25
samuel roukin,20,3,25
christian kapper,1,11
jason robards,12,19,5,2,20,3,10,25
jennifer lee wiggins,24
lynda boyd,20
bill lake,20,3
neil maskell,9,19,5,20,17,24,3,8
jeff derocker,19,25,23
kaylee defer,12,19,5,20,17
brahim achabbakhe,12,5
lex barker,9,24
jesper christensen,5,20
dustin milligan,12,19,2,20,24,25,11
denden,9,5,17,24
dan novy,9,5,24,21
steven weber,19,20,25
meryl streep,0,9,1,17,24,3,10,25,11,12,19,13,5,20,21,22,8,23
albert dupontel,0,9,5,20,17,25
jennifer rubin,12,5,24,21
teresa wright,0,20,21,25
jonathan blow,16
mark wingett,12,19,20,17
leland orser,9,5,20,17
scott cohen,19,20,25
nambitha mpumlwana,20,17
graham mctavish,12,5,20,25,22,14,11
mark caven,20
amelia giancarlo,19,16,20
ronit elkabetz,20
darren mcgavin,1,19
paula garcés,12,19,5,20,10,11,8
blair brown,12,5,17
emraan hashmi,5
james norton,20,17
andrew keegan,19,5,20,25
phil vischer,1,19,13,20,10,23
constance wu,9,5,20,11
maurice roëves,20,3,14
dash mihok,0,1,19,5,20,17,3,25,14,8
ice-t,12,19,5,17
deneen tyler,9,5,24
callie thorne,19,20,25
nataliya vdovina,9,5,20
daniel mays,1,19,5,20,17,24,21,25,11
shirley jones,19,20
henry czerny,9,1,19,20,17,24,10,11
tomiwa edun,5,20
beth broderick,9,19,5,24
jessica tandy,1,19,20
heather langenkamp,12,9,5,24,21
mark fantasia,5,2,20,21,10
courtney gains,19,25
anthony heald,9,5,20,17,24
jennifer jones,2,20,25
george peppard,12,17,10,11
james brown,0,12,20,25
mindy kaling,1,19,13,20,21,10,25
leslie carlson,9,5,24,11
kevin hamedani,19,24,11
alex pettyfer,12,1,19,5,20,3,21,10,25,11
nastassja kinski,19,20,25
michael byrne,12,5,10,25,11
robert downey jr.,0,9,1,17,24,3,10,25,11,12,19,13,5,20,21,22,14,8,23
julianna guill,5,24
steven mackintosh,0,12,1,19,5,20,21,10,25,22,11,23
patrick kilpatrick,12,19,5,17,24,11
kris sommerville,20,17
jesse borrego,12,5,20,17
lois chiles,12,5,17,10,25,11
mike figueroa,0,5,17
courtney love,20,3
brian thompson,12,5,21,10,11
richard brancatisano,12,24,11
chad allen,20,10
tod fennell,1,21,10
kristin davis,12,1,19,20,21,10,25,11
william shockley,20,14
miguel ferrer,12,1,19,13,20,17,10,25,23
david ramsey,19,25
christopher sommers,12,19,17
talisa soto,12,5,17,21,10,11
flaco navaja,20
robert blake,12,19,5,20,17,3,22
nimrat kaur,0,12,5,20,3,25,22
austin nichols,19,5,20,17,3,25,14
haruma miura,13,10,11
guang li,0,20
zayn malik,16,8
kenneth cranham,0,12,20
linus roache,5,20,3
nicole beharie,9,19,5,20,3,21,10,25,14
jason tobin,20,17,25
lobo sebastian,19,25
bjørn sundquist,1,19,24,10
joe viterelli,19,17
roger willie,0,12,19,20
bryan dick,20
walter connolly,19,25
mackenzie aladjem,19
powers boothe,12,19,5,2,17,20,3,25,22
27756,19,5,17
adrien dorval,9,5,20,17
danneel ackles,19,5,20,24,10,25
david a cole,20,24
arly jover,20
eric johnson,2,20,25
patrick fabian,5,20,24
nora dunn,9,19,5,20,25
harold gould,19,20,25
zoe lister-jones,25
laurence olivier,0,12,9,5,20,10,7,22,25,11
kim shaw,19,20,25
rex linn,12,5,20,17
charles s. dutton,12,9,19,5,20,17,24,3,21,25,14,11
matt jones,1,19,13,21,10,11
james lew,5,20,17
gael le cornec,19,20,21,25,8
fiona shaw,9,1,19,20,21,10,11
frank faylen,20,7
tony plana,12,5,17
megan burns,5,20,24,11
michael landers,16
alan rickman,0,12,9,1,19,5,2,20,3,21,10,25,11
nate richert,1,19,21
robbie barnes,5,20,24
raymond cruz,12,5,20,17,24,25,11
melanie kinnaman,9,5,24
hugh jackman,9,1,17,3,10,25,11,12,19,13,5,20,21,14,8,23
karra elejalde,9,5,24,11
clea duvall,12,9,19,5,20,24,3,25,22,14,11
sierra mccormick,1,19,21,10
raymond burr,20
noam chomsky,16
john lynch,19,20,21,25
gilbert gottfried,12,9,19,17,10,8
emmanuelle vaugier,9,1,19,20,24,25
david mann,19
bronagh gallagher,19,5,20,24,25,11
antony starr,9,19,20,3,10,14
eduardo verástegui,0,12,19,20,17,25,22
exie booker,20,17
william xifaras,12,19,17
ralph richardson,12,21,10
dana andrews,0,20,25,23
mary elizabeth mastrantonio,12,5,20,17,10,14,11
andrew bujalski,19,20
patrick wayne,12,5,2,17,20
helena mattsson,12
willie garson,1,19,20,21,25,14,8
max gail,20
glen murphy,9,5,17
mark feuerstein,19,21,25
benjamin j. cain jr.,12,9,5
linnea quigley,9,19,24,11
drew powell,12,5,20,24,21
kelli barrett,19,20,25
kadee strickland,19,20,17,25,14
derek wayne johnson,19
jason douglas,5,17
rumer willis,9,19,5,20,17,24
kayla jackson,23
scout taylor-compton,19,20,24,3,25,14,8
chris cleveland,24
sheryl lee,12,5,24
matt shively,24
béatrice dalle,20,25,8
robert turano,19,20,8
dree hemingway,19,20
nancy o'dell,9,1,16,13,19,20,24,3,21,10
hye-jeong kang,9,5,20,17
johannes silberschneider,9,20,25,8
heath ledger,0,9,17,3,10,25,12,19,5,20,21,22,14,8
irene papas,0,20,25,8
bruno ganz,0,20,3,22
eric dane,12,1,19,5,20,24,25,8,23
jun kunimura,9,5,24,21
bonnie lee bouman,9,5,20,25
marta etura,5,20,24
warren oates,0,12,2,10
jack thompson,9,1,5,2,20,24,21,10,25
sammy davis jr.,19,20,25,8,23
eduardo noriega,0,9,5,20,17,10,25,22
zahava solomon,0,16,13,20,3,22
bill erwin,1,13,20,21,10,25
aries spears,19,8
cody howard,1
billy west,1,16,13,19,21,10
joel fuhrman,16
cassie ventura,20,25,8,23
julie lebreton,20,3,14
jimi hendrix,16,22,8
leon isaac kennedy,20,17,14
romane bohringer,16,20,25
don rickles,1,19,13,20,17,3,21,10
julian kostov,12,5,20,17
william abadie,9,1,19,17,10
marama corlett,20,3
ernie reyes jr.,12,1,19,5,20,21,10,11
austin pendleton,19,20,3,25
dany verissimo-petit,12,5,17
gemma jones,20,17
thelma ritter,2,20,25
dawn french,1,13,21
murray bartlett,20,25
micah sloat,24
jurnee smollett-bell,12,19,20,17,3,25,14,8
james huang,5,20,17
leo howard,12,1,19,5,21,10,11
christopher atkins,5,20,24,10,25
jelena nik,5,24,11
ed stoppard,0,20,3
kyla pratt,1,10
fedor bondarchuk,12,13,21,10,11
caroll spinney,1,19,21,10,23
tammin sursok,1,19,21,25
max wright,19,20,8,23
bobby moynihan,19,20
marshall bell,12,20,24,21,10,11
corbin bernsen,9,19,5,20,17,24,14
william lee scott,9,5,20,17,24
malika,19,20,17,25,8
ann morgan guilbert,19,20
ben davies,20
mem ferda,12,19,5,20,17,3
peter onorati,19,20
necati sasmaz,12,10
sofia boutella,12,5,10,11
florence henderson,1,20
alycia debnam-carey,12,5
mariah carey,20,25,8
mario van peebles,12,5,20,17,24,21,10,25,11
anslem richardson,5,24
vin diesel,0,12,1,19,13,5,20,17,24,3,21,10,11
dilshad vadsaria,12,19,17
steve irwin,12,1,19,10
linda fiorentino,9,1,19,5,20,17,10,11
mickey hart,16,14
james babson,12,24,21,11
shelley hennig,9,5,24,21
olivia crocicchia,20
tzi ma,0,12,9,19,5,20,17,10,25
polly noonan,19,5,20,17
jerry ferrara,0,12,5,20,17,3
lloyd kaufman,19,24,23
shawnee smith,9,5,20,24,8
michael gaston,12,5,20,25
mark duplass,19,5,20,24,25,11
john topor,12,10,11
james tupper,20
stephanie leonidas,20,21,10,25
landon liboiron,0,2,20,25,22
bailee madison,1,19,5,20,24,21,10,25
jennifer lafleur,19,20,24,25
jodi lyn o'keefe,9,19,5,20,17,25
scott lawrence,12,5
sydney pollack,9,19,5,20,17,25
robert redford,12,20,10
rza,12,19,5,20,17,3,11
lucy,20
laura spencer,12,9,19,5,17,24,21,11
laura morante,19,20,25
marcus lyle brown,20,25
brad renfro,9,5,20,17,3
darlene love,12,5,17
richard cabral,5,24,21
victor mature,20,22
johnny harris,5,20,17
peter vaughan,1,20,25
dennis franz,9,5
michael winslow,19,17,10,11
dana delany,12,2,17,20,3,25,22
jeremy sande,20,17,24
shah rukh khan,5,20,10,25,23
corey sevier,19,24,11
chris young,19
taylor lautner,12,1,19,2,20,21,10,25
denzel washington,0,9,17,3,10,25,11,12,19,5,20,22,14,8
wilhelm von homburg,24
shaun parkes,19,5,20,17,25,8
kristy swanson,12,19,17,21,10
jaime camil,19,2,10
heather donahue,24
donna reed,0,1,20,21,25
ray winstone,9,1,2,17,24,10,25,11,12,19,13,5,20,21,14
bill hickman,0,20,3
alex huszar,19,20
bella heathcote,12,9,5,20,24,25
kati outinen,19,20
martin balsam,0,19,20
tom bower,2,17,20
catherine schell,9,19,17
victoria beckham,1,19,8
hettienne park,9,5,20,17,24
keegan-michael key,12,1,19,13
ryan donowho,1,19,20,17,25,8
frank rautenbach,20
khamani griffin,1,19,13,21,10,11
nick robinson,12,5,10,11
merab ninidze,20,3
arturo castro,20,17
gunnar hansen,5,24
maria canals-barrera,20
bob costas,16,14
desmond askew,9,5,20,24
henri garcin,19,20
alexa davalos,12,5,24,21,10,11
sergej trifunovic,12,19,5
seth gabel,9,5
glenn erland tosterud,19,20,24,21
dean jones,12,5,20,17
tyrone power,20,25,23
michael welch,20,24,8
liam james,12,9,19,20,10,11
wolfgang preiss,0,20,22
sonam kinga,20,10
robin atkin downes,12,9,1,19,13,5,24,10,11
bob neill,12,5,11
jillian estell,20
theodore bikel,1,20,25,23
jensen ackles,12,9,5,20,24,11
kate upton,19,25
larry bagby,0,12,1,19,20,21,10
ann gillis,1,13,20
jason dixie,19,20
garba touré,16
kerry condon,20,3,25
rachel true,5,20,24,21,8
harry lennix,9,17,3,10,25,11,12,19,5,20,21,22,14,8
suzie steen,20,3,25,8
reeve carney,9,19,5,20,21,25
kazunari ninomiya,0,20,22
george 'buck' flower,5,24,11
johnny lewis,12,9,5,20,24,3,11,8
ken takakura,12,5,17
clayne crawford,0,12,19,5,20,17
sheryl crow,16,8
elizabeth macrae,24
spencer treat clark,9,5,20,17,24
frank finlay,0,12,19,5,20,24,3,22,11
mathew buck,19
ayesha omar,1,19
naomi nishida,12,5,20,10,11
mel eslyn,19,20
otto jespersen,19,20,24,21
rita wilson,19,5,20,25
brianne brozey,1,19,13,21,10
ulrich thomsen,12,9,19,5,20,17,25
brigitte helm,20,11
yuliya snigir,12,10,11
maria schrader,0,20,3,25
greg aronowitz,16,3
kim ly,19,20
marina hands,9,19,20,17,25
khulan chuluun,0,20,3,10,22
marv albert,16,14
thure lindhardt,0,19,5,20,24,22
robert hobbs,12,20,17
susan ward,9,19,5,20,21,25
bruce davison,12,9,19,5,20,17,21,10,25,14,11
maxwell moody,5,20,24
seth macfarlane,12,19,2,24,21,10,11
brendon eggertsen,24
marianne denicourt,19,20
kevin rankin,12,20,3,10,11
max records,1,20,21,10
elizabeth stenholt,20,8
catherine dent,19,25
gerard butler,0,1,17,24,3,10,25,11,12,19,13,5,20,21,22,14,23
joe simpson,16,20,10,14
steve reevis,19,17,14
tina fey,12,1,19,13,5,20,17,21,10,25,11,23
burt ward,1,19,10
terry o'neill,12,21,10
patch darragh,5,24
gabriel thomson,0,20,22
alexandra breckenridge,19,5,20,25
sayed badreya,12,19,25
charles grodin,20,24
joshua mikel,12,1,19,13,5,17,21,10,8
angell conwell,19,5,20,17,25
benjamin walker,12,5,20,24,3,21,10,22
john garfield,20,25
sarah wright,19
tom hanks,0,9,1,17,3,10,25,11,12,19,13,5,20,21,22,14,8
pelé,16,14
billy gilbert,1,13,21,23
nellie mckay,20,25
karen alexander,16
jenny mccarthy,1,19,13,17,10
debra messing,9,1,19,13,5,20,24,10,25
vincent walsh,20
david barnes,16,3,8
eve plumb,5,20,17
jérôme deschamps,19,13,10
jake richardson,19,20
stephanie danielson,19
ludivine sagnier,9,19,5,20,17,3,22
elizabeth blackmore,24
peter scolari,1,13,21,10
bob dole,16
rachel brosnahan,9,5,20,24,21
kaitlin olson,19,25
chuck mitchell,20,17,14
andy davoli,19,17
philippe labro,16
wei zhao,0,12,19,20,10,22,14
matt ryan,5,20,24,21
madison rothschild,1,13,10
jennifer tung,12,19
red skelton,19,23
casper crump,12,20,10,25
lily james,0,12,1,20,21,10,25,22
christian clavier,1,19,21,11
eddie 'piolin' sotelo,20,25
cara delevingne,9,1,20,21,10,25
jim varney,12,1,19,13,21,10,11
scott evans,12,17
aml ameen,12,9,5,11
chris kattan,12,19,13,20,21,10,25,11,8
brock baker,19,25,8
chris thomas,20
matthew gumley,19,20,8
renee leblanc,16,3
leonie benesch,9,20
jami gertz,12,19,5,20,24,21,10
michael jai white,12,19,5,20,17,24,10,25,14,11
tuppence middleton,0,9,5,20,17,25,22
venus schultheis,1,19,13,10
denise boutte,19
kristin booth,5
hye-kyo song,12,20,3
nichole ceballos,24
eion bailey,9,5,20,17,24
terry jones,19,21,10
valerie perri,19
al freeman jr.,20,3,25,22
ben mendelsohn,12,9,5,2,17,20,10,25,11
sean buchanan,9,20,17,25
doug cockle,12,9,5,20,17,11
tom skerritt,0,12,9,19,5,2,17,20,24,21,10,25,11
andy richter,1,19,13,10
raza jaffrey,9,5,17
joan plowright,0,12,1,19,20,21,10,25
michael j. burg,20,17,3
chrystale wilson,19,20
samuel west,19,20,25
elijah kelley,1,19,20,25,8,23
rumi missabu,20,25,23
richard cawthorne,5,20,24
djimon hounsou,0,12,1,19,13,5,20,24,21,10,25,14,11
mick jagger,16,3,8
marri savinar,19,20
tony lo bianco,12,5,20,17
ashanti,11
will ferrell,9,1,2,17,10,25,11,12,19,13,20,21,14,8,23
barry shabaka henley,19,20,25
dario nozic serini,19
patsy kensit,20,17,25
ruth negga,12,9,20,21,10
alix freihage,19,20,25
louis mustillo,19,20
dan bakkedahl,19,20,17
melissa benoist,19,20,25,8
dustin lance black,16
matthew ziff,12,5,20
judith chapman,19,25
claudia stedelin,9,5,17
anthony simcoe,1,19,21,10
ruby lin,12,19,10,25
jessica barden,12,5,20
kerr smith,5,24
susan tyrrell,12,5,20,24
kathleen kinmont,5,24
rob brydon,21,10
john witherspoon,19,20,17,24,21,25
nick chinlund,12,5,2,17,24,10,11
brian herzlinger,16
terence bernie hines,19
preity zinta,20,25,23
brendan fraser,0,9,1,24,3,10,25,11,12,19,13,5,20,21
avery schreiber,19,11
martin hancock,19,20
brendan coyle,12,19,5,20,17,25
brady corbet,12,9,1,19,5,20,17,24,10,25,11
50 cent,12,9,5,20,17,3,14,11,8
christopher evan welch,19,20,25
tom berenger,0,12,9,19,5,2,17,20,24,3,25,22,14
keir o'donnell,0,12,5,20,3,22
gillian jacobs,9,19,5,20,21,11
katherine boecher,19,20
sylvia eckhausen,20,21
jsu garcia,12,5,20
natalie lisinska,9,5,20,25
jeff ament,16,14
prabhudheva,20,23
reef ireland,9,5,20
jade kindar-martin,5,20,3,10
cassidy gifford,5,24
ashley martin,19
elton john,1,16,13,19,10,25
guillermo francella,9,5,20
eddie deezen,1,19,13,21,10
john heard,0,9,1,19,5,20,17,24,3,21,25,11
miriam shor,19,20,8,23
michel galabru,19,25
dax flame,12,19,17
joanna garcia swisher,19
matt price,19,20,3,8
bernardo saracino,12,9,5,20,17
elvis tsui,12,20,3
sal lopez,19,20
irene bedard,1,19,13,20,10,25,22,23
nancy travis,1,19,21
erin bethea,20,25,14
theresa randle,12,19,5,20,17
coyote shivers,19,8
alex désert,19,20
lily atkinson,1,19
gabriel reyes,20,17,25
paul brooke,0,20,3,10,22
zoë poledouris,19,8
richard sammel,12,5,20
elden henson,15,1,17,24,10,25,11,12,19,5,20,21,14,23
adam hicks,9,5
jason gray-stanford,1,10,11
oona laurence,1,20,21,10,14
david o'hara,12,5,20,17
sam medina,12
scott weinger,1,19,13,21,10,25,23
edie falco,5,20,17,25
bobby kendall,20,21
lester speight,12,10,11
tim thomerson,19,11,8
charice,12,19,14
david heyman,19,25
kylie bunbury,19
paul ben-victor,12,9,5,20,17,25
patrick lyster,20,3,22
chelsea bond,19,25
gilbert r. hill,12,19,5,17
helmut bakaitis,12,11
emmanuelle béart,19,17,25,23
tyra banks,19,20,25,8
björn hlynur haraldsson,5,20,17
yvette mimieux,12,11
lily tomlin,0,1,19,20,21,8
anita page,25,23
campbell scott,0,9,1,16,19,5,20,21,10,25,14
sandy dennis,19,20
joseph mawle,5,24
yeong-ae lee,20,17
whitney able,5,20,24,11
johnny messner,12,5,17,24,10
unax ugalde,20,25
stuart wilson,12,19,5,2,17,20,10,25
nicole muñoz,20,21,25
natasha bedingfield,16,22,8
bradley pierce,1,19,21,10
ellen albertini dow,19,20,14,8
kelly lin,12
kirsten day,19,20,25
brandon smith,19,20,17
deborah foreman,9,24
mark moses,0,12,19,2,20,10,25,22,11
louise sorel,20
dahong ni,19,20
alan williams,19,25
nichola burley,5,20,17,24
ned beatty,12,9,5,2,17,20,24,10,25,11
keisha castle-hughes,1,19,20,3,21,25
gregory scott cummins,9,5,17
elaine cassidy,5,20,24,21
aidan turner,9,24,21,10,25
ben crompton,9,5,20,17,24
wayne brady,12,14
barry corbin,9,19,5,2,17,20,25,11,23
marco d'amore,5,20,17
alia shawkat,1,19,5,20,17,24,21,25,14,8
cory hardrict,19,24,25
jennifer landa,9,19,5
nicholas tse,12,20,21,22
tucker smallwood,20,11
eoin macken,9,5,24
andrea ros,24
angelina armani,24
jack kao,12,19,10,25
rita davies,5,20,11
bálint péntek,0,20,25
douglas haase,19,10
gary mcdonald,20
gage golightly,24
yayan ruhian,12,5,17
gina mckee,20,3,21,10
john colicos,5,20,17,25
diganth,19,25
erin wasson,19,20
kevin williamson,9,24
carrie preston,12,9,5,20,17
matheus nachtergaele,20
dan o'herlihy,0,12,9,20,24,22,11
dickie jones,1,13,21,23
roger cross,12,19,5,17,24
diedrich bader,12,9,1,19,13,20,17,10,11
clayton snyder,1,19,10,25,8
joseph julian soria,12,1,5,24,10,11
eric mendenhall,19,20
christopher robin miller,19
callum rennie,12,9,1,19,5,2,17,20,24,21,10,25,11
jasper levine,12,19,11
thomas ian nicholas,19,5,20,24,25
jillian murray,12,20,14
vladimir kulich,12,10,22
emilio estefan jr.,12,5,20,17,25
joseph campanella,2
tawny kitaen,9,5,24
barret oliver,1,20,21,10
derek mears,12,19,5,24,21,10,11
joseph pilato,24
katrina kaif,19,20,25
a.j. langer,1,19
larry king,9,19,16,5,20,25,11
kevin mccarthy,19,2,20,21,25,11,23
ben daniels,12,24,10,11
isabelle carré,0,20,10,25
georgia groome,19,5,20,17,24
lex shrapnel,0,5,20,22
cyd charisse,19,25,23
mélissa theuriau,1,19,13,10
catherine bell,12,5,20
steve harris,19,5,20
kacey clarke,12,20
steve diasparra,12,5,11
eileen brennan,0,12,9,19,20,17,24
kevin mcgowan,20,3,22
parker bagley,19,24,11
daisy betts,9,5,24
mona marshall,12,1,13,10,11
colin o'donoghue,9,5,20,24
robert townsend,12,19,5,17
barry watson,9,19,5,20,24
sarita choudhury,19,20,17,25,22
ilene graff,20,25
devid striesow,19,20,25
ophelia lovibond,1,19,20,3,21,8
robyn lively,1,20
jennifer butler,20,14
jessica lindsey,19,20
viggo mortensen,0,9,2,17,24,3,10,25,12,19,5,20,21,22
robert taylor,20,3,25,22
tommy sheppard,16,14
lark voorhies,19
sheldon bailey,19,25,8
joe mcqueen,19
christopher judge,12,19,20,21,10,11
hugh o'conor,20,25
brighton sharbino,1,19,5,20,17,24
james noble,20,17
gabriel hogan,5,20
jacek koman,12,5,20,17
benoît magimel,19,20
leo mckern,19,20,21,10,25
tracy morgan,12,1,19,13,5,20,17,21,10,25,11
bubba smith,19
mary kate wiles,9,19,5
holland taylor,12,1,19,20,17,10,25
lenny venito,19,17,25
lee majors,1,19,10,14
george lopez,12,1,19,20
eleanor parker,1,20,3,25,23
jackie nova,19,20
katherine lanasa,0,19,20
derek brandon,1,20
veronica cartwright,19,5,20,11
rasheed naz,1,19
levar burton,12,9,5,20,17,10,11
matisyahu,16,22,8
ólafur darri ólafsson,5,20,17
larry hankin,19,20,17
giulia michelini,19,20,25
donald faison,12,1,19,5,17,10,25,11
hope davis,9,1,19,5,20,17,24,3,10,25,11
lea michele,1,16,13,21,10,8,23
benedict cumberbatch,0,9,1,17,3,10,25,11,12,19,13,5,20,22
reginald veljohnson,12,5
al leong,19,24,21,10,11,8
hunter tylo,20,25
bahare seddiqi,1,20
freddy rodríguez,9,1,19,5,20,21,25,14
royce johnson,12,5,20,17,10,11
lola glaudini,19,25
tyrone keogh,20,3,22
jack plotnick,19,24,21,25
peter boyle,12,9,1,19,5,20,17,21,10,25
jess harnell,1,19,13,21,10
mike eshaq,12,19,5,20
vincent pastore,12,19,5,20,17,3,25,14
maeve dermody,19,20,25,11
travis myers,9,19,5,20,25
cherry jones,5,20,11
brittany curran,9,5,20,24
ronald colman,20,10,25
woo-hee chun,9,5,24,21
johanna mørck,19,20,24,21
brenda strong,5,2,20,24,21,25
kathleen rose perkins,19,20
gregory sierra,12,10,11
s. epatha merkerson,12,19,20,25,11,8
billie whitelaw,12,9,19,24,21
geneviève bujold,9,5,20
bianca collins,1,13,21,10
susan hogan,20,10
rick yune,12,9,5,20,10,25
peter agnefjall,16
ellen block,16
camren bicondova,5,24
henry silva,12,5,20,17,11
yû aoi,13,10,11
noah lomax,5,20,25
ingvar eggert sigurðsson,19,5,20,17,25
josh pais,19,17,25
albert salmi,12,21,10
shakti kapoor,12,19,5,25
gustaf skarsgård,0,12,20,10,25
talia shire,19,24,11
judith godrèche,12,10
wai-keung lau,12,20
esai morales,12,9,16,5,20,17,3,10,25,22,11,8
rebecca de mornay,12,9,1,19,5,20,17,3,25,14,8
bonnie hunt,1,19,20,25,14
nacho vigalondo,9,5,24,11
michael elphick,5,20,17,10
james arnold taylor,12,13,20,21,10,11
cameron mills,5,20
thekla reuten,5,20,17
ski carr,9,1,19,20,10
penelope ann miller,12,9,19,5,17,24,11
dororthy thorton,20,3,8
archie kao,12,9,5,20,17
aldis hodge,12,5,20,17,3,10,22,8
erick avari,12,19,5,17,21,10,11
eddie jemison,12,19,5,20,17,25
bill nunn,12,9,19,5,20,17,23
mark walters,19,20,25,14
michael dudikoff,12,20,24
dave chappelle,12,19,16,5,20,17,25,11,8
jessica walter,19,20
